angle,pair,rre,rte,rmse,time
10,0,12.584655821179885,0.6011224855340671,0.5884083508177207,0.1045784456655383
10,1,21.914134370637765,0.3004623907697811,0.407057434628609,0.103823821991682
10,2,11.46041145959994,0.2272933975305195,0.275852956837795,0.1072043161839246
10,3,10.455807661206435,0.2565240302815783,0.2899213828227497,0.1067452100105583
10,4,19.51837321392433,0.328784928777581,0.3321889216090923,0.1059396401979029
10,5,7.748749829797651,0.2495179069052996,0.2672450655616175,0.0995252169668674
10,6,7.360675213410942,0.327932421299216,0.3477818619969273,0.1105265659280121
10,7,14.138816697684224,0.3702979321972509,0.3891355051590848,0.1009131399914622
10,8,13.409019238922266,0.412556977208376,0.4296378135619895,0.1146663138642907
10,9,13.811097182789153,0.4657814097827444,0.4890176809036378,0.1026219893246889
10,10,13.851540840000592,0.3439904780776135,0.3798399632005221,0.1069046598859131
10,11,11.60717872500958,0.5609430590088637,0.5617858728476298,0.1039128564298152
10,12,10.682498381835323,0.25227109760582,0.2421928651893781,0.108766215853393
10,13,19.01706724610441,0.5247387363604041,0.5259596270347344,0.1040947879664599
10,14,13.799033762027774,0.158262965411961,0.1867322646666273,0.1067492170259356
10,15,16.564441133091726,0.3419318762898871,0.3697741724817578,0.1097595379687845
10,16,14.935647393290283,0.4123474065830829,0.3999290812626324,0.1077150898054242
10,17,5.391956546388034,0.0851337218012517,0.1031097660510772,0.1196860801428556
10,18,7.550502364323549,0.4541617744127153,0.4668586660682811,0.1453732829540968
10,19,19.57864716288128,0.3500137449658645,0.3526497905014563,0.1078453636728227
20,0,19.282428641385625,0.5874733187304576,0.5657355939262952,0.1531981872394681
20,1,30.275576448778867,0.3223319274569096,0.4717425961757045,0.1112159811891615
20,2,17.40121923837883,0.2573370251706035,0.3365559012118442,0.0999332307837903
20,3,16.051676814128527,0.2614989112411607,0.3179338973093689,0.1536406558007002
20,4,26.70948159318089,0.3317396212093947,0.3689411266553233,0.1033347868360579
20,5,26.549755809652577,0.2842399224798682,0.3805253187425829,0.1007414651103317
20,6,21.49475055324077,0.3045511160911614,0.3970020370047284,0.1012817700393498
20,7,22.24065822101681,0.3691343307432828,0.4165530420339562,0.1514520980417728
20,8,27.16165198793533,0.3715675315459164,0.4524572781723931,0.1028608097694814
20,9,23.88280959239601,0.4509042961714099,0.5346256127223179,0.1058502160012722
20,10,22.905061885410976,0.3824336031810226,0.4522010541118088,0.109724473208189
20,11,19.365289337160696,0.5165686885597128,0.5264048235624786,0.1600671391934156
20,12,13.658730174094064,0.1705454709401537,0.1773598636451668,0.1010037697851657
20,13,22.64343524054152,0.5114919799697726,0.5206181122355693,0.1082170712761581
20,14,17.420292508183316,0.1498975070460498,0.2063625545001767,0.1040777349844574
