angle,pair,rre,rte,rmse,time
10,0,0.4505542700884891,0.0038803132029648,0.0064136052211878,3.882547977846116
10,1,0.039380196140463,0.0048667126124168,0.0049545346079551,3.780463524628431
10,2,0.3343992212992845,0.0061509245311792,0.0073011073616471,3.746661788783968
10,3,1.0570103935466424,0.0040888168658009,0.0089926356690595,3.635615319944918
10,4,0.4360892171784044,0.0079892084918103,0.008836270962071,3.573118882253766
10,5,0.4221963065173066,0.0037680305129835,0.0050271702738564,3.8024234669283032
10,6,0.7513580365581457,0.0044890335425571,0.0076347352973239,3.713092214427888
10,7,0.3352162112389114,0.0063505295354064,0.0060537906079037,3.609623613767326
10,8,0.6803226627973484,0.0091111186829163,0.0099988469758737,3.710299587808549
10,9,0.7561557941261451,0.0030987095680279,0.0077411987921742,3.68735271692276
10,10,0.1519575593554377,0.0041639756006118,0.0042354489156789,3.57088563311845
10,11,0.1824965651259844,0.0019705923283664,0.0024912117312901,3.7995191290974617
10,12,0.7949958053543473,0.0032595584220635,0.0069734382656107,3.5493156840093434
10,13,0.4304640130866864,0.0060881301026043,0.0066984875218098,3.783925523981452
10,14,0.528801192286183,0.0068127623815518,0.0083735483517469,3.832126838155091
10,15,0.3608149619123785,0.002508978983165,0.0037913546687258,3.645641018170864
10,16,0.8219465264154298,0.0066519837191137,0.0086428944700987,3.659930271096528
10,17,0.8371983478272927,0.0040700380272708,0.0068376151014993,3.730620952788741
10,18,0.3278155498036697,0.0035150707928078,0.0049037032225002,3.747543891891837
10,19,0.7807518867436819,0.0032109137065912,0.0068849811538778,3.620208788197488
20,0,0.4509337739232198,0.0038801382675951,0.0064175971953338,3.8888455610722303
20,1,0.0408259694416326,0.004871355218625,0.0049623449872907,3.885341663844883
20,2,0.3343997545682006,0.0061508745009077,0.007301198119114,3.802450085990131
20,3,1.057391911024728,0.0040893353870213,0.0089947638829753,3.846017384901643
20,4,0.4360064597332969,0.0079901796362821,0.0088354526553868,3.773213237989694
20,5,0.4221612445370752,0.003768068249611,0.0050271520074835,3.794613742269576
20,6,0.7506159748770926,0.0044857169027212,0.0076291454854277,3.767166245728731
