angle,pair,rre,rte,rmse,time
10,0,1.608491368134061,0.0105817338763385,0.0139575083165999,0.1060860510915517
10,1,0.463146885042125,0.003823196307822,0.0056819236302707,0.0914633451029658
10,2,0.5112851898606657,0.0039661583310696,0.0063694628007887,0.103285321034491
10,3,0.2845474977686087,0.008486421055988,0.0095540015575702,0.1032033478841185
10,4,0.6972114029336456,0.0089360032780761,0.0101144488083665,0.0990006518550217
10,5,0.6183189395545841,0.0104233361227329,0.0109991534991267,0.1040185969322919
10,6,0.9115488731406924,0.0136866771200393,0.0153782758527187,0.0977870398201048
10,7,1.2256836679288527,0.0134109933339692,0.0142653048126704,0.0858915639109909
10,8,0.373897757518497,0.005902672280496,0.0074823940703803,0.0953037049621343
10,9,1.236562131448125,0.0087237264082081,0.013725156983439,0.0902709937654435
10,10,0.525036406256246,0.0032313624992965,0.0060441335438536,0.099865096155554
10,11,2.007372616130745,0.0188750548032491,0.0215867206272766,0.0957921021617949
10,12,0.6951142020539908,0.0038296898123813,0.0081275927121713,0.1020253659226
10,13,1.0284377312197213,0.0078239210566791,0.0101212574266948,0.0969976293854415
10,14,1.0230851835519552,0.0069745198804959,0.0086892453716759,0.1040441039949655
10,15,0.7161980120907834,0.0141137134200225,0.014599944481099,0.1000701272860169
10,16,1.6448902360438853,0.0095997243922744,0.0171139499629166,0.1062554600648582
10,17,1.199387639274833,0.0080714575470974,0.0109799221976208,0.0950603857636451
10,18,1.2148959114242548,0.0091930020421953,0.0113904821108744,0.089963125064969
10,19,0.6556641080116011,0.0056550223619606,0.007381160445292,0.0962132490240037
20,0,0.7315636096206702,0.0071126492613895,0.0098581642126857,0.0898906462825834
20,1,0.2551303354369219,0.0042404732837281,0.0047546560386716,0.0980774471536278
20,2,1.3374511348255338,0.0129633812191372,0.0177018860734559,0.0870525329373776
20,3,0.1233036168208697,0.0081721525723032,0.0084095016645318,0.1021639942191541
20,4,1.3574598643848466,0.0075418982719049,0.0127754338059246,0.1018217117525637
20,5,1.5832765284538035,0.0095914685796227,0.0157576106375968,0.0832540262490511
20,6,1.3193246306937878,0.013625923939168,0.015683584403085,0.1113270339556038
20,7,1.811152435738424,0.015005967628059,0.0175155383403533,0.0960110537707805
20,8,1.694427237345088,0.0036644466037879,0.0166779476353737,0.0938665815629065
20,9,1.4796230613786845,0.0141067318539297,0.0180448321867612,0.1059165969491005
20,10,3.83053127051415,0.0163418106402438,0.032183592635631,0.1062424941919744
20,11,1.5836587627385037,0.0198053261249339,0.0195535568070884,0.0905205281451344
20,12,1.0915090673866337,0.0036937043419382,0.0105783820010023,0.1047776029445231
20,13,1.3126357051715678,0.0103914558036323,0.0143147752832354,0.0867633470334112
20,14,2.5516630022641893,0.0071814982146061,0.0204114588973839,0.0902617378160357
20,15,1.817217361899841,0.0152476627400156,0.0222155150826201,0.0909941778518259
20,16,1.4164590660448808,0.0072183549141523,0.0131603155750049,0.092163969296962
20,17,1.5787886346333235,0.0074190000538863,0.0125537079058404,0.0858871689997613
20,18,1.1791059786867364,0.0088783871357207,0.0124384574642525,0.097353845834732
20,19,1.2048799403381916,0.0084504498003915,0.0118412689715161,0.1008390570059418
30,0,0.8044498335034137,0.0131630650204279,0.013334723314222,0.0875388612039387
30,1,0.5561388305610212,0.0079277892576418,0.0090776410025114,0.0940716010518372
30,2,1.2240513558499515,0.0111017857451149,0.0144791363475749,0.0930045316927135
30,3,1.2239342594913063,0.0106893487763852,0.0134928551570651,0.1006091823801398
30,4,0.3118145935366203,0.0046297062237489,0.0056180087723761,0.0818678652867674
30,5,2.535436675379072,0.0123359104185519,0.0212342460952222,0.0835473123006522
30,6,1.2137543412775886,0.0137681599683137,0.0153262527666081,0.0833098283037543
30,7,1.854686434630638,0.0209688372477086,0.0235572002672048,0.1025828197598457
30,8,1.1051067931513905,0.0076418177805192,0.0119583046540328,0.0935575659386813
30,9,2.125239462828074,0.014145784871614,0.0201069418933276,0.0901687010191381
30,10,3.039080852984151,0.0140702767405923,0.0308550966876808,0.0891340891830623
30,11,1.7035313634119535,0.021433312023899,0.0237343987130149,0.1038386188447475
30,12,0.8866876488129978,0.0083157286889237,0.0089839052896764,0.0801103571429848
30,13,1.3035995629228776,0.0146453726245355,0.0156509767127879,0.085384929087013
30,14,5.679481023696791,0.0273179079797484,0.0430880723020364,0.0824465751647949
30,15,2.4266604466036643,0.008662798699246,0.0224777052657691,0.0822654571384191
30,16,1.9995306847737069,0.0069153912546868,0.0182776089277931,0.1035392726771533
30,17,1.2196743253453302,0.0093123859218093,0.0110044008626532,0.108358911704272
30,18,1.1404626003496554,0.0041055036963958,0.0110601922295421,0.095807350706309
