angle,pair,rre,rte,rmse,time
10,0,2.0391058833612163,0.0626207014787986,0.0652828432784955,5.151869711000472
10,1,3.911231181065242,0.0323360435042371,0.0571043405555916,3.5924469870515168
10,2,3.953878792693738,0.0460558434441782,0.0646689181421378,4.788341977167875
10,3,10.718992169883483,0.0436248300420072,0.1138952654390065,4.887983630876988
10,4,6.229717035671488,0.0545855087337645,0.0697260765929337,4.69112067297101
10,5,10.896368192225198,0.0492082462695836,0.0929444128528615,4.988606186583638
10,6,5.911505172909522,0.0516434970428635,0.0720018756997258,4.98864760203287
10,7,2.96743157186664,0.058880992239279,0.0651443006336498,4.989461534190923
10,8,4.03347321726819,0.0457534631403399,0.0702901815150125,4.987811388913542
10,9,2.464155895451293,0.0630130812872877,0.0656489115645223,4.988060297910124
10,10,7.178792815604941,0.0451615372994448,0.0751258983347218,4.9889012817293406
10,11,8.149904906876435,0.0740936928762595,0.0901731824017085,4.987769001163542
10,12,7.216669134614706,0.0224685864181195,0.0722699309329345,4.989333553239703
10,13,5.207029228801546,0.0623226177907121,0.0703402312214571,4.987958146259189
10,14,4.925581957954491,0.0275984096561833,0.05628586211699,4.589533607941121
10,15,4.557741875221817,0.0433511626084421,0.0655662146866001,4.988681302405894
10,16,7.612409778831065,0.0570686647682238,0.0832518294344007,4.98993060272187
10,17,5.510439350089176,0.0374626175576145,0.0543823248107634,4.988764930982143
10,18,7.933519432149118,0.0211980155010081,0.0866503269294044,3.7911483319476247
10,19,5.359321314776223,0.0489956787812434,0.0616135480383018,4.989845580887049
20,0,2.0414525721179904,0.0626301963756893,0.0653120305225869,4.988954552914947
20,1,3.908944520861884,0.0323388695197195,0.0570833187715311,4.189750467892736
20,2,3.954080613221554,0.0460579929765879,0.064674374761047,4.986905807163566
20,3,10.73744067673126,0.0436818955597697,0.1140173970518209,4.988616521004587
20,4,6.23384685599441,0.0545966549295063,0.069754496531929,4.293331221211702
20,5,10.890563039621489,0.0491786910248725,0.0929007884300466,4.989398575853556
20,6,5.900431564801768,0.0516449744350741,0.0719488956074357,4.987171072047204
20,7,2.955535793281409,0.0588987813197674,0.0651274201566144,4.9872046750970185
20,8,4.019361534683747,0.045772032867787,0.0701923439547569,4.987797457259148
20,9,2.476526702144251,0.0630557338776918,0.0657212248673637,4.989174229092896
20,10,7.172779750815551,0.0451518459803849,0.0750878150974392,4.987743857782334
20,11,8.804230023595137,0.0771483598920813,0.0947824196999143,4.989185497164726
20,12,7.221944039976039,0.0225000417313323,0.0723115796674653,4.988939594011754
20,13,5.243797775380889,0.0624366512732686,0.0704964158757617,4.987642213236541
20,14,4.924275572709843,0.0275981411536606,0.0562742251741159,4.787707156967372
20,15,4.561027387971474,0.0433526234082863,0.0655905305883005,4.988478957675397
20,16,7.616546138102396,0.0570771936395712,0.0832818660681906,4.988401631824672
