pair,rre,rte,rmse,time
0,4.612005246009634,0.055519364787415405,0.06508877189101032,1.1554788779467344
1,0.6954898492364083,0.007493684839135595,0.004442321931612807,1.103235443122685
2,0.697849049980385,0.093547612546565,0.09317104249014,0.9490705267526209
3,0.6333281314789244,0.007531524079790833,0.005056782250165558,1.154637928120792
4,25.184941852951948,0.24579357093364207,0.2796585347206812,0.9065326871350408
5,0.15640101609037413,0.0007344466325774011,0.0017539459743722318,1.040375434793532
6,0.17594901573049662,0.0015666920610270642,0.002082536618810852,1.0441687628626823
7,0.10230659019784799,0.002942539761714839,0.0024111594220683507,1.025476424023509
8,32.64376905717883,0.09919174906248705,0.2972435580173045,0.8087889840826392
9,0.5809808204731977,0.05060639815959689,0.054388486745162265,1.031300047878176
10,0.4854550966025407,0.004049150300443166,0.004376907437490824,1.0986185711808503
11,0.5849691979151024,0.026013107468604062,0.028427419292780882,1.0733853788115084
12,0.16222071607090016,0.002178818283073057,0.002140128412583853,1.0794167090207338
13,0.18870628630532246,0.0031065879515930982,0.0023741335433928572,1.0684934258460999
14,0.4244668024877743,0.007074405437674814,0.003970508933323914,1.0701755280606449
15,0.3155822047018843,0.0023005304315141285,0.00299949585497995,1.0704113938845694
16,7.675094398330751,0.12714982722056303,0.1610429374038405,0.9634496700018644
17,0.1648494705308359,0.002752927295900857,0.0024085314767793545,0.9671480432152748
18,0.3197499449012417,0.0025037884255412228,0.0025438170896275192,1.0446755611337721
19,0.39918334076802625,0.004075659594769026,0.002126479020205066,1.1111291428096592
20,1.2549877488596815,0.17640418284211357,0.17974175143532414,0.9382704771123827
21,16.744429135639763,0.17220748297319366,0.1673249601382094,0.9493782529607415
22,0.34099777628507244,0.0037303682135607814,0.002469705165376094,1.0369247570633888
23,0.18901880157907533,0.002935278872164063,0.0033343768840554565,1.1151401419192553
24,0.3114756535707565,0.0029041875924829,0.0020484044907844853,1.1811071778647602
25,0.396629437657982,0.002143074677502332,0.0025368567264401507,1.1031614770181477
