pair,rre,rte,rmse,time
0,16.723379360146236,0.06096883206720087,0.17107144257830229,0.09618111094459891
1,20.792028121399216,0.5054466564976495,0.43426592877863307,0.15226384531706572
2,1.599536766574222,0.11120166340146101,0.11152969320868485,0.09231511782854795
3,35.09982067930439,0.38717321491351336,0.3202968858220254,0.09156857896596193
4,19.074359353588616,0.16200154034496486,0.22109594829295426,0.08888270379975438
5,5.670292737338336,0.17235174774067846,0.18884510789711906,0.0866580712608993
6,5.336399338425218,0.0996165295148012,0.13240760770537213,0.08698441507294774
7,23.473047685434338,0.298261125180704,0.2978328594533449,0.10461954027414322
8,49.61352636684333,0.39560689373007935,0.5298518085718672,0.09312458895146847
9,27.799486253282236,0.34803022783421145,0.3823870667889831,0.09338215366005898
10,18.634604910766857,0.23157397075411548,0.24631406450608972,0.14069564128294587
11,2.1843563657345033,0.13874860166760375,0.14008374684922253,0.08896993100643158
12,14.951419570215952,0.20194938224240833,0.16749059266298078,0.15262841386720538
13,28.51313999747327,0.3348959344011651,0.33008684198260535,0.14667585911229253
14,19.11523961843598,0.21383249460061637,0.26150790516737926,0.08714058622717857
15,25.585155709561068,0.20177754290934435,0.2549509375762056,0.08988725813105702
16,39.17209122314716,0.5652917040404788,0.46745420720750547,0.08823865419253707
17,13.904526860762836,0.3106727093573301,0.3365165966388562,0.09071958437561989
18,24.76747253512611,0.26833345888318416,0.31077782791007375,0.0867166118696332
19,147.46758165459633,0.9219785151574699,0.4932663023151258,0.10584359103813767
20,19.286895874350737,0.3629907771840446,0.40154851474572656,0.09358561830595136
21,20.827861033858085,0.36457246114007386,0.3896787795959773,0.08569258684292436
22,7.6023072045531785,0.36193316371956685,0.3788934585501997,0.08702870504930615
23,34.857338750397965,0.3723028285326973,0.45747284044529896,0.10166071727871895
24,22.169921093544293,0.13087710156219803,0.11541499515941221,0.0979441930539906
25,21.780673064723494,0.2197754345266573,0.28558601049024074,0.09032722795382142
26,14.638955432451205,0.3232163053468538,0.3327772089863426,0.13813439011573792
27,11.234197306675673,0.1998761181753675,0.1516263960713911,0.09515160275623202
28,8.859238382999848,0.006148625124583997,0.08813501051453983,0.08804756589233875
29,7.3070835803776,0.15494796179888623,0.15351856320479962,0.14423282723873854
30,2.8932260341604943,0.21392064607388636,0.19909400347667475,0.09395579900592566
31,11.662707901553905,0.18836023396487328,0.1951764737000569,0.08636213606223464
32,22.63804332440094,0.32062860855361835,0.3151042654607544,0.1350225741043687
33,7.702419442325915,0.287024484013217,0.2724981452509622,0.1495678760111332
34,26.18799838125049,0.34355617169575986,0.3720492541033795,0.09344963124021888
35,17.963696035640183,0.2557701346603265,0.20335103086889877,0.08951712818816304
36,15.624150053121104,0.25709594489803117,0.22452798735208837,0.09056997019797564
37,11.488556212696226,0.13493688464801223,0.15417875988627375,0.14329982409253716
38,11.349286921782289,0.05467640805647029,0.13519227885432117,0.092218984849751
39,11.856800717041596,0.16379673990389698,0.2097185649193275,0.0866073127835989
40,14.771123822047198,0.1714991933574125,0.21375502778753128,0.08878985792398453
41,6.79980881789451,0.1472624190855322,0.17317296571154736,0.08449438633397222
42,8.49281348137105,0.3207897892894411,0.36218089891003846,0.08734288299456239
43,14.91842490442622,0.1523631609099153,0.14899753661691537,0.09049539966508746
44,15.04944956168837,0.13974262683182864,0.18203065218610687,0.0864488952793181
45,7.648331767558631,0.24768251607319586,0.2546094406372925,0.0959075428545475
46,14.36251876539624,0.07071025095978975,0.1651111108042633,0.12660513585433364
47,12.882734350884943,0.1632351679223271,0.18299445111812768,0.09100902685895562
48,3.837285642177944,0.06527891168889609,0.06522323946363748,0.09861942986026406
49,3.874227884099881,0.2033904521595694,0.1997437314701097,0.08646837016567588
50,17.834528811335524,0.3098185610600664,0.24688212176971863,0.09279191726818681
51,11.988349679210193,0.19296152767173166,0.23252894173179875,0.0853192606009543
52,14.961250791558296,0.3136384997647537,0.32311151098571195,0.0908914147876203
53,25.146396599449563,0.08045179014264514,0.2289427469144736,0.0919255199842155
54,12.250362949726036,0.48259608851054503,0.4935312543096774,0.0919797969982028
55,4.342200146518012,0.12885598402687903,0.12710410871792466,0.14962633419781923
56,39.87422614376436,0.3247371066127263,0.3213732361686001,0.09339433209970593
57,8.60232046314014,0.0530576572369732,0.10521123007575539,0.09125101426616311
58,8.241967112632045,0.2675202940167064,0.26853659006845887,0.1251552440226078
59,23.83548592985323,0.16284051518210282,0.2640172642303283,0.09340031025931239
60,3.2105940204528145,0.04144539189466009,0.05068133983612235,0.09122759662568569
61,20.630169516285402,0.19057103868516245,0.24286142660145663,0.09451448824256659
62,9.693301405546947,0.24111620603578535,0.2674496998094964,0.08957394491881132
63,1.2727765861651676,0.2850015457013047,0.28586371022193663,0.1286571379750967
64,10.811778445101393,0.04875521079871917,0.11963501296675084,0.09048409014940262
65,2.131092353002401,0.3046850328955009,0.31263357222137633,0.08770343521609902
66,61.519479622277025,0.5810699288791991,0.2626772090503628,0.10496903816238046
67,26.985928022278646,0.3666432585943047,0.42747044837251236,0.09120138641446829
68,12.332342190472927,0.190595282226607,0.238505884016592,0.09020273387432098
69,15.436572105684121,0.29696762025539913,0.34120678646629704,0.13020269758999348
70,47.11094485472968,0.4415902786681498,0.5110499755965755,0.1425081342458725
71,48.80760218337582,0.5407755083576097,0.34834562475441433,0.13375461287796497
72,6.295950085550539,0.016763643868658473,0.05899587766203739,0.14818334579467773
73,7.298472770245552,0.14747238827874845,0.16292679715513114,0.09141312167048454
74,5.768660430123197,0.16943360019980896,0.20084884423572946,0.09166797809302807
75,17.430588304067147,0.12842376041559866,0.08557589745332503,0.09372886503115296
76,18.409173516748762,0.24845853417659872,0.23951299471243911,0.0922190030105412
77,43.31713557626794,0.39663957269451755,0.4368594424611952,0.09259634697809815
78,8.081203938500487,0.30303084178767326,0.33890810196259774,0.09158352995291352
79,27.088570431729607,0.30973145086393256,0.30850983736387133,0.08752720011398196
80,16.721934256913933,0.15361459067480301,0.23065597461165285,0.09240427706390619
81,42.13314781020054,0.5111269201586408,0.4397110141015064,0.13498759688809514
82,18.92798290871871,0.42415938645249146,0.453248634415838,0.09014183981344104
83,5.031446646704333,0.24400766963168136,0.26608660751094376,0.0882935100235045
84,16.196338681499945,0.33212203695300924,0.2869252965581979,0.09194484632462263
85,7.302432145908575,0.048424590994291,0.090530963111832,0.0932126808911562
86,13.352373539686752,0.22450691641618248,0.18527028621059224,0.08528708573430777
87,33.201599880118806,0.21983952656401282,0.4163962301804475,0.0866951160132885
88,16.884999034070074,0.20605486269370887,0.1958426788345747,0.0882097608409822
89,13.858199193743287,0.24085437632039114,0.25862817068485144,0.08960118098184466
90,7.745674001844107,0.14667294778987638,0.1896940471618208,0.09658968914300203
91,7.714650930502869,0.07531943893375195,0.07057953259495137,0.09588403161615133
92,53.02733729862112,0.5401346855702738,0.467062737866588,0.08573780907317996
93,13.189283353445598,0.14400017072976964,0.14660387902287306,0.08477225806564093
94,23.223142458316584,0.1015940568213265,0.20355555191836125,0.08971071103587747
95,17.327747696408338,0.34470150104209585,0.3374709168627104,0.13402733718976378
96,34.6884313353861,0.3526394947074435,0.2622956554196007,0.10650617629289627
97,12.71037817848674,0.14535357975219093,0.1408872175227429,0.09123959066346288
