pair,rre,rte,rmse,time
0,7.325612025336437,0.0372154436291826,0.07737704817228304,7.815842093899846
1,0.42625309590237137,0.07085044478153577,0.06994705785699555,0.19613663107156754
2,0.3461086890486282,0.0008737076724897146,0.003825809702849583,0.2167909131385386
3,2.499681059803553,0.22381942412477004,0.22729862455460134,0.18076829286292195
4,19.332929472834454,0.1420829531071594,0.22890231647307605,0.340478393714875
5,8.759829396181058,0.09276065999620077,0.14831170570063776,0.1483187680132687
6,0.09140579915978767,0.0007426627087098229,0.0018453137114371988,0.23337143007665873
7,2.9698565479608026,0.05453001928890652,0.04651821144559763,0.14968647807836533
8,53.095740050243876,0.35928864245935066,0.5742177823930306,0.1483531198464334
9,1.263460648698997,0.012423346597408364,0.014064915940080162,0.15185409784317017
10,6.588941265659994,0.11307778519539657,0.0898712251438375,0.19786230800673366
11,0.15576534114541304,0.005672165040965417,0.006192440503783474,0.1920089847408235
12,0.5530985942509282,0.1199799684635597,0.11963518979733713,0.16428908426314592
13,11.039332402803016,0.15612893575426573,0.07673538982844258,0.15153183415532112
14,0.2790353645942335,0.06791572916953245,0.06974061826889787,0.14984767930582166
15,24.37689806506524,0.053990203833746975,0.16596565029163846,0.15044975699856877
16,21.492574982540216,0.3307922285212685,0.28942413593705163,0.15329341497272253
17,2.537910009546169,0.2014548501625506,0.221723847031982,0.15729179000481963
18,20.718597401829584,0.22727354445363532,0.3230333722657338,0.15833684615790844
19,2.7926496548513007,0.21897500925483443,0.2257730797831351,0.13632895098999143
20,13.641987418530292,0.32300462785468004,0.3920013872842364,0.15686388919129968
21,6.535754572478856,0.14697558704475977,0.1422130733685838,0.15604645479470491
22,0.4132088658114518,0.34070150448052433,0.3418781404148973,0.15977052133530378
23,9.809655620258292,0.12943600951603992,0.1447863598854021,0.1521107843145728
24,18.346450201553555,0.09724148643650912,0.12852867337099905,0.15084091341122985
25,8.549937758346806,0.08580779572149884,0.11257388139381591,0.15280071692541242
26,0.4075156434931401,0.0032881768703185432,0.004771728211086793,0.14902192912995815
27,0.6549709916201176,0.03644686852357689,0.03993402275943545,0.1356321768835187
28,12.662491534941623,0.2528337440277505,0.2862464491322731,0.15167246432974935
29,0.703884590205944,0.0036037002772011106,0.005023180853712288,0.14797480357810855
30,4.282487070215601,0.06797908217796673,0.0858270564272689,0.14701341092586517
31,16.342186091471145,0.43673700927859205,0.37521016735124885,0.2284930138848722
32,1.9473935901691712,0.20217705229055088,0.2082486820649015,0.1468148990534246
33,0.13204209375991158,0.007093007542607233,0.0073421781513026,0.1457626041956246
34,19.128553159097997,0.27283180427487597,0.2685001326095791,0.15669784601777792
35,2.2124265309533544,0.15565688885836737,0.15982361550466925,0.14678468788042665
36,67.22097912432156,0.4084859543009769,0.4379410663529219,0.14711478864774108
37,0.1400761770546809,0.014468237514695052,0.014380572855778187,0.15482432022690773
38,0.11634570711798814,0.0025184105056365543,0.0030210712040113887,0.15506573161110282
39,5.903248999793178,0.03911767290951274,0.07071077569207221,0.14832533290609717
40,0.428850484701123,0.0012236786361318871,0.0036109609672904594,0.14942233078181744
41,10.579042496267824,0.13867416161394622,0.1550888141026254,0.1432662708684802
42,0.3571350917992421,0.10658129894758678,0.10462698895418024,0.14662542566657066
43,0.199721283129138,0.00019178552872382222,0.002253037870719967,0.1447416921146214
44,0.5226689193993537,0.003510763682012134,0.005530104176124441,0.14725573919713497
45,9.69179408630169,0.14661601353489068,0.15549829228401268,0.1474094120785594
46,0.8587256103886916,0.0026084630082375006,0.009153107262296775,0.14632691722363234
47,0.49929907406296775,0.0017065426864224195,0.003708296282454473,0.14715316891670227
