sigma,pair,rre,rte,rmse,time
0.02,7,0.2023083043906552,0.0015318528497559,0.0020507177787163,5.526212715078145
0.02,8,0.2756911750763507,0.0020844072604572,0.0028032914950863,5.5321121220476925
0.02,9,0.2125054993983414,0.0006343246469573,0.0017590735683685,5.522127792239189
0.02,10,0.2141465351109805,0.0010274215648074,0.0019162312966712,5.524070756044239
0.02,11,0.1196602126359776,0.001988617475856,0.0023063257763083,5.528900322970003
0.02,12,0.2743819248061119,0.0007843220805789,0.002684300433413,5.528192369733006
0.02,13,0.0843247694266121,0.0023998048408039,0.0023329016935896,5.525602938141674
0.02,14,0.1770716821590159,0.0025203984279616,0.0030225158190706,5.481835224665701
0.02,15,0.2281098461371171,0.0011627160769964,0.0021654580081462,5.473247561138123
0.02,16,0.0843653214722386,0.0025596385099505,0.0024581828716845,5.472216217312962
0.02,17,0.2013479054730682,0.0014812813377788,0.0020810682229247,5.480261536780745
0.02,18,0.1506229408848092,0.0016700341033183,0.0019540575919808,5.471643783152103
0.02,19,0.3516820983214617,0.0029510139141946,0.0039864775553574,5.47127028927207
0.03,0,0.2078576472088388,0.0015756633494667,0.0021380591646092,5.460102353710681
0.03,1,0.2469031893606107,0.0021875990785153,0.0028232755477901,5.475988822057843
0.03,2,0.642513724459384,0.003587891740887,0.0065920115814096,5.47263989597559
0.03,3,0.2667380674054462,0.0004402452832352,0.0025899404491129,5.47323831403628
0.03,4,0.2158329684455493,0.0048175221439139,0.0047994539464074,5.469798241276294
0.03,5,0.7551617613568147,0.0066830211846899,0.0077606070098885,5.4662925489246845
0.03,6,0.2668784494869828,0.0021461166694747,0.003233007342977,5.46921075321734
0.03,7,0.2596564316113319,0.0032732264314807,0.0040025052923773,5.4736875128000975
0.03,8,0.406763523482636,0.0027826617738917,0.0039005268149646,5.469904595054686
0.03,9,0.677498847643626,0.0013219057457835,0.0051850074092182,5.466087284032255
0.03,10,0.2538537499675039,0.0006535302514372,0.0024602656764423,5.473070856183767
0.03,11,0.1774866358290103,0.0029517852606317,0.0034202129303177,5.537795492913574
0.03,12,0.5996345138157368,0.002572050740092,0.0057627445072994,5.555774617940188
0.03,13,0.1366071389343592,0.0038541020141248,0.0040332061659998,5.55274622188881
0.03,14,0.3249990539261088,0.0035511309955392,0.0047250872756266,5.554179881233722
0.03,15,0.2903694690451442,0.0023318270204375,0.0029212177200129,5.55331221036613
0.03,16,0.1131103358476783,0.0044877149699703,0.0046097919925423,5.5527492659166455
0.03,17,0.4073149421733306,0.0031347583768235,0.0039747047042117,5.54632766218856
0.03,18,0.3741302314332947,0.0019903978716709,0.0039375829091299,5.551459672860801
0.03,19,0.7638030894023795,0.0056640624859357,0.0082244271233472,5.55312566831708
0.04,0,0.1338764534773648,0.0028918641881949,0.0029991987772401,5.5426111267879605
0.04,1,0.3543081882913148,0.0036883637042872,0.0047346477645748,5.5418803109787405
0.04,2,0.944642983960268,0.0061874555281221,0.0099685096309239,5.543830938171595
0.04,3,0.5430259129811217,0.0019286948723968,0.0059706412917088,5.5473559140227735
0.04,4,0.4891854881762398,0.0072137554073862,0.0077308059855873,5.548359684180468
0.04,5,1.2412339229501477,0.0110620397414442,0.012859659945672,5.546445702668279
0.04,6,0.2209586296974792,0.0047417130055631,0.0051631044463726,5.547202032059431
0.04,7,0.3335710763108533,0.0065099678971834,0.0071154682859191,5.542940590996295
0.04,8,0.5491063379550767,0.0039030095109161,0.0053203717649424,5.546533080749214
0.04,9,0.9920191810984512,0.001907744419185,0.0076037493158845,5.546730078291148
0.04,10,0.4760404716478666,0.0021013965175127,0.0051820750648391,5.62645881716162
0.04,11,0.1817756937624453,0.0040775639917119,0.0043609057875343,5.6257747621275485
0.04,12,0.9017167683061676,0.0045982444079198,0.0090107430448828,5.627940726932138
0.04,13,0.1849658382854961,0.0056524760665746,0.0061357840731716,5.623685531783849
0.04,14,0.4763433060007195,0.0049285362966806,0.0070129189555909,5.625824050046504
0.04,15,0.3093681841042215,0.0036462277998578,0.0038955285610112,5.622623258270323
0.04,16,0.2665097494779104,0.006274622451844,0.0067752884076967,5.624737510923296
0.04,17,0.625663237580771,0.0051709375874646,0.0064095728666301,5.62383243907243
