sigma,pair,rre,rte,rmse,time
0.04,2,0.7064126491576449,0.008727858095078,0.0108429258305797,3.626600751187652
0.04,3,1.5441022321320603,0.0072595610197534,0.0139306002701259,3.670628409367055
0.04,4,2.675438452953761,0.0085839361048839,0.0261427898458595,3.591441680211574
0.04,5,1.914593309553984,0.0135908318437379,0.0180332128881754,3.604934561997652
0.04,6,0.7077084979986937,0.012166483674131,0.0133580502554483,3.6001354516483843
0.04,7,0.4139019882430503,0.0094517069500183,0.0102425654502464,3.646764767821878
0.04,8,0.9824550633720924,0.00688382888487,0.0099286461395833,3.669477250892669
0.04,9,2.7278948974442696,0.0153183686209866,0.0260907855024355,3.524701719172299
0.04,10,0.6472835803875518,0.0092342357347297,0.0104402830896111,3.5652205809019506
0.04,11,2.0092483189870385,0.016771312038268,0.0238605670807119,3.654859934933484
0.04,12,1.2437021146977452,0.0046381994504694,0.0110287614760837,3.607493631076068
0.04,13,1.1373081548764836,0.0061970703319407,0.0131428316802007,3.628062422852963
0.04,14,1.5668759215000854,0.0076465320048535,0.0142980233228536,3.596712179016322
0.04,15,1.0643166900160668,0.0030870911781163,0.0085107671897526,3.608391382265836
0.04,16,4.363954426726272,0.0179151064248727,0.0429120004278022,3.465844797901809
0.04,17,0.972017793867876,0.0029249080385759,0.0080041804367311,3.7192437639459968
0.04,18,0.7536903142090267,0.0037504642235363,0.007273877446516,3.697935597039759
0.04,19,1.9607922891701592,0.0074415445493799,0.0178023959621189,3.625578299630433
0.05,0,9.111076453453974,0.05031025569985449,0.09247145510755372,3.3484856938011944
0.05,1,2.530342394004969,0.011415714049754607,0.029888182560710727,3.439989710226655
0.05,2,2.699078897742569,0.014657578521747892,0.026702980270201664,3.379054117947817
0.05,3,4.208835407422427,0.01385653302466118,0.03804162648696274,3.5047156112268567
0.05,4,5.683842505227475,0.028059096924620434,0.05037490217431459,3.3897919510491192
0.05,5,2.2232692395808655,0.03119400069826658,0.036183437196364236,3.393719246145338
0.05,6,1.7890333834697263,0.020846744982546194,0.021732057265160823,3.321443924680352
0.05,7,1.9670189539853635,0.010473937657766488,0.019204494708216623,3.3757720831781626
0.05,8,0.9757955361995211,0.005788961667146194,0.010389623537540867,3.4795417431741953
0.05,9,3.4751218350326067,0.02040651533507825,0.03248491989284532,3.442947916686535
0.05,10,2.215038845727508,0.015173749941779485,0.027814072300002664,3.3568289009854198
0.05,11,2.7250749922603354,0.02214762043253778,0.03006967452286889,3.408537544310093
0.05,12,2.8558269497955733,0.00584360365703495,0.022816435029745168,3.4320657150819898
0.05,13,2.204692693584339,0.006215471158159858,0.020309031472770543,3.4612514628097415
0.05,14,3.7089442812653957,0.016755426356881785,0.03968980378252757,3.342434588819742
0.05,15,1.3128536054845248,0.017963750713624556,0.01810564381367222,3.3921710164286196
0.05,16,8.305074487771998,0.04349722440461789,0.0824142644013917,3.292980920057744
0.05,17,1.3684910133908799,0.005874785704371007,0.013724080198289891,3.4508795151486993
0.05,18,1.2750706782280827,0.01103155527820793,0.012828377883732962,3.4902016730047762
0.05,19,3.392363624705851,0.009418135294596015,0.028672949152096814,3.3931692680343986
