sigma,pair,rre,rte,rmse,time
0.03,5,28.533918879997778,0.2533736726356067,0.3687979134682058,0.1067400709725916
0.03,6,30.54760765006072,0.3606189211951979,0.4894896496500858,0.1070317109115421
0.03,7,26.06438541624007,0.3566033676830271,0.4209713372184585,0.1611574739217758
0.03,8,39.24797328223895,0.3351371825564735,0.4953380844847467,0.106136379763484
0.03,9,31.36846893039708,0.3706155507750343,0.5093588428094561,0.1009541866369545
0.03,10,29.433530830982946,0.4071086031526449,0.5180389106001916,0.1038987259380519
0.03,11,28.1476001807931,0.5178248947202946,0.5510481931714188,0.1048468900844454
0.03,12,18.64846531390896,0.1399712336427214,0.1887702893877132,0.1718224762007594
0.03,13,27.88156255409851,0.4802557316764761,0.4999480363922411,0.1043740739114582
0.03,14,23.85695302579332,0.1738542142332515,0.2643222453324373,0.1030031638219952
0.03,15,34.018669682035984,0.3237020853805904,0.4672394762320533,0.1065845466218888
0.03,16,23.642431994676592,0.3820340731645524,0.4032267375943699,0.1048513040877878
0.03,17,14.470334805000704,0.1518159053769519,0.2118444788383501,0.1453060870990157
0.03,18,26.63711827225486,0.3995003396447235,0.4807546870051856,0.1496398262679577
0.03,19,34.565830713686665,0.3567538584633445,0.4068108534976252,0.1029188791289925
0.04,0,21.633458367480795,0.5553523422627282,0.5417499883196327,0.1095886188559234
0.04,1,37.045491207147,0.365374483524353,0.5419227823203987,0.106823512353003
0.04,2,22.43902885842408,0.2800343909080478,0.3847420754327592,0.1914019132964313
0.04,3,25.210261040194577,0.276644484334005,0.3563240277025606,0.1059669568203389
0.04,4,29.33622312699576,0.3496268467161187,0.3950291765197014,0.1077268170192837
0.04,5,27.64172912797796,0.2522879252662771,0.3631055697747499,0.1053819991648197
0.04,6,30.47587053682847,0.3558466307980966,0.4899538984410453,0.1118970569223165
0.04,7,25.850049580387424,0.3508651984783795,0.4144214706415978,0.1022600149735808
0.04,8,37.70265868635263,0.3169507183346395,0.4737329075506706,0.1032695169560611
0.04,9,31.62189472721416,0.3690870646677406,0.5116379485192385,0.1042063278146088
0.04,10,28.47011552526693,0.4080046240087379,0.5173823537296006,0.1079915617592632
0.04,11,28.15262263985264,0.5143321962012238,0.5479948709135054,0.0979251079261303
0.04,12,18.58745682787993,0.1550008254446135,0.19667315068675,0.1031317831948399
0.04,13,26.29250531452004,0.4775894527798056,0.4932451473493899,0.1033476390875876
0.04,14,24.268519752216257,0.1831203203462545,0.272146925422722,0.1467427150346338
0.04,15,34.978243717911376,0.3331692919030253,0.4813885311906823,0.1055632210336625
0.04,16,24.21654378780565,0.3567556455787692,0.3812040060671942,0.1541055361740291
0.04,17,14.825033483536703,0.1582333102569224,0.2189914965212047,0.1144186500459909
0.04,18,26.388013254782305,0.4005936415160112,0.48124766217109,0.1167003796435892
0.04,19,32.01195235148906,0.3517172655840649,0.395489223468316,0.1497709900140762
0.05,0,21.347913003243697,0.5605379069774898,0.5441143785128963,0.10292610060423613
0.05,1,36.70972874370562,0.3660473481836692,0.5425824238765764,0.11631334712728858
0.05,2,22.541698402697484,0.2779123427152382,0.38404907334511423,0.10485264612361789
0.05,3,25.97741083471208,0.2727532095803337,0.354716307931544,0.1435029529966414
0.05,4,29.80586484989093,0.3528842774219257,0.39911485464198326,0.10826830612495542
0.05,5,26.864497832230185,0.2500390338291603,0.3561909789925367,0.10670254286378622
0.05,6,31.65853417744538,0.3441113263794554,0.48804997207191403,0.11088885413482785
0.05,7,26.908393795794133,0.3470437734864529,0.4152963627616281,0.10281712794676423
0.05,8,36.569364388358615,0.30673294332637246,0.4629460580707093,0.15573996305465698
0.05,9,31.347818785540653,0.36765877397688035,0.5085566780727994,0.10356970690190792
0.05,10,27.607117051105266,0.40109459207395437,0.5079631554493492,0.10227947495877743
0.05,11,28.428379757811342,0.5041866601261713,0.5396954408894762,0.10426074033603072
0.05,12,18.772780767573988,0.17204705994334651,0.20717716904974687,0.10412701079621911
0.05,13,27.398302208404072,0.4700885457420767,0.48981257689463636,0.10830047400668263
0.05,14,24.913410101916597,0.19705843783003327,0.2850224288108918,0.1039949469268322
0.05,15,36.1457275228914,0.33162874904691286,0.4897455414385319,0.10411948803812265
0.05,16,25.12706728165425,0.337752216617697,0.3645397186229725,0.10069084679707885
0.05,17,16.000709880539464,0.1647444731110198,0.231250704572818,0.13886601058766246
0.05,18,26.74968744794394,0.3996289710698507,0.48546527539731177,0.10603397293016315
0.05,19,29.90966931708496,0.3556350903896231,0.3915793907372314,0.10725215030834079
