sigma,pair,rre,rte,rmse,time
0.01,0,2.052584703365114,0.0627479231523622,0.0654840069673998,5.15390036161989
0.01,1,3.807184270690395,0.0324805021991323,0.0563573338093862,4.588848845567554
0.01,2,3.8556511810957264,0.0456825223457879,0.0639150510055605,4.987285734154284
0.01,3,10.665607530763316,0.0439765544699987,0.1132683617401218,4.987887260038406
0.01,4,6.2179768805172495,0.0540623242746178,0.0693360357617885,4.988833378069103
0.01,5,10.696207770909773,0.0480011428533514,0.0913557003429985,4.988281229976565
0.01,6,5.792615722262676,0.0513433954924979,0.071188128165291,4.987955029122531
0.01,7,2.9033606752501915,0.0587348659911459,0.0648177730509369,4.988044444005936
0.01,8,4.0243795153673725,0.0458934326792872,0.0703066499326555,4.987499018665403
0.01,9,2.412389976513194,0.0629946343029496,0.0654886306939177,4.988933401182294
0.01,10,7.042874859547031,0.045191117019052,0.074582861104104,4.98902749363333
0.01,11,9.11130515421362,0.0783858847371355,0.0969423500873852,4.989566426258534
0.01,12,7.131892852567954,0.0224333217158934,0.071285216291239,4.989636830985546
0.01,13,5.366912315878941,0.0628060185604055,0.0710289408362128,4.987844393122941
0.01,14,4.837532357846514,0.0273285933789207,0.0555909482927437,4.98675453197211
0.01,15,4.584815679226456,0.0433453251526154,0.065482614097999,4.989561778958887
0.01,16,7.572765609733781,0.0568046500061677,0.0827368705820191,4.987603211309761
0.01,17,5.385493878341747,0.0370431564978423,0.0534122594072377,4.988756166771054
0.01,18,7.783057991315669,0.0214223989343108,0.085324602120513,4.988122224807739
0.01,19,5.224293186566232,0.0484691179978051,0.0604532092139664,4.988674852997065
0.02,0,2.043191103071115,0.0626014932091425,0.065320368002149,4.987810272723436
0.02,1,3.902237962481109,0.0323458496621647,0.0570269877670879,4.590385381132364
0.02,2,3.952897216138479,0.0460503277614221,0.0646634430188747,4.9881273112259805
0.02,3,10.76911524400188,0.0437799950147086,0.1142317158649721,4.987350675277412
0.02,4,6.235151235961356,0.0545984254930207,0.0697599138228491,4.988663705065846
0.02,5,10.881843253883384,0.0491372363080011,0.0928372778323262,4.986683249007911
0.02,6,5.888338126179037,0.0516370404394873,0.0718824486429818,4.988672230858356
0.02,7,2.9372650048195603,0.05890821701751,0.0650814955291314,4.987838273867965
0.02,8,4.011398507175857,0.0457831830487604,0.0701397146179758,4.987844301853329
0.02,9,2.473498360251589,0.0630164930371031,0.0656727114895018,4.994429945014417
0.02,10,7.163529411908915,0.0451400291495562,0.0750298589515216,4.988496782723814
0.02,11,9.132664949734284,0.0787030555385269,0.0972173965058616,4.987856063060463
0.02,12,7.223974234532196,0.0225071073675684,0.0723228867229366,4.987741055898368
0.02,13,5.310556958822977,0.062664069634162,0.0708162364416007,4.988325503189117
0.02,14,4.924003911479928,0.0275983491341052,0.056271514814917,4.997299361974001
0.02,15,4.561951283336535,0.0433531942751041,0.0655922696549958,5.011942368932068
0.02,16,7.625188244835803,0.0570982635403032,0.0833471234470152,5.007814132608473
0.02,17,5.5087390053700185,0.0374465054674242,0.0543583551360752,5.004887173883617
0.02,18,7.938204782345622,0.0211843270724386,0.0866931480127704,5.005204630084336
0.02,19,5.3843013942998255,0.0490503185746759,0.0617360324550726,5.008577585685998
0.03,0,2.040806505677563,0.062554683224275,0.0652642563018586,5.013530844822526
0.03,1,4.02164532163448,0.0322827627648993,0.0579524412810489,4.703508232254535
0.03,2,4.070738343015211,0.0465720327497852,0.0656769232288075,5.000592860393226
0.03,3,10.927633213793236,0.0437009011632334,0.1156972629452835,4.989362671971321
0.03,4,6.270940699920886,0.0553086468508061,0.0703868351108108,4.988681172020733
0.03,5,11.122980532799886,0.0504862104942615,0.0947584940072145,4.989276884123683
0.03,6,5.999548515135765,0.0520576892040697,0.0727539575560442,4.988739022053778
0.03,7,2.9712153258001472,0.0591978531331164,0.0654533507890808,4.988989136181772
0.03,8,4.02267269082981,0.0457848934643592,0.0702491181375835,4.991266751661897
0.03,9,2.555802489354132,0.0631517888741557,0.066023815816501,4.988414924126118
0.03,10,7.321692283405341,0.0451985961408777,0.0757580966902969,4.989555957727134
0.03,11,9.278601516166356,0.0796425369609616,0.0985070308164156,4.989201388787478
0.03,12,7.335390957818044,0.0226669226191384,0.0735675293480308,4.988043576944619
0.03,13,5.26855009084163,0.062626803021136,0.0707475725834452,4.988800066988915
0.03,14,5.032941105794759,0.0279177954405697,0.0571538852862036,4.9886480970308185
0.03,15,4.576476510858951,0.0434445093825448,0.0660009375712398,4.987863146699965
0.03,16,7.717341895960836,0.0574702201311487,0.0842390866440346,4.987324522808194
0.03,17,5.647065766094559,0.0379371679436465,0.0554241338145375,4.988340980838984
0.03,18,8.12340706647388,0.0209743891076082,0.0883770383467221,4.989317936822772
0.03,19,5.578480612163906,0.0497663191379045,0.0632978486712483,4.989178618881851
0.04,0,2.0441788647693304,0.0626003710327883,0.0653097704229855,4.989062321837992
