overlap,pair,rre,rte,rmse,time
0.4,0,37.10868098617283,0.2632158901077878,0.3925760679166782,1.0554363639093935
0.4,1,49.503627612112254,0.2557769991302909,0.6175711298112464,0.880946674849838
0.4,2,41.663862224524685,0.2983669399851203,0.5614112844251783,0.8797699459828436
0.4,3,67.72401404548152,0.4090532830471248,0.604553025809601,0.8800447219982743
0.4,4,21.740793694756142,0.2094000303272259,0.321169731265638,0.8800191390328109
0.4,5,45.69068447787768,0.3458056135635735,0.414549082134928,0.8798662461340427
0.4,6,35.220398274757336,0.1997063816848403,0.3834656113839117,0.8807842070236802
0.4,7,34.904080228465816,0.3603930259249963,0.4733172164899498,0.8794804089702666
0.4,8,53.9202211448263,0.2210126621251503,0.6265777785086033,0.8806794327683747
0.4,9,36.91357657721258,0.2641579510340571,0.3907460031675322,0.8795255389995873
0.4,10,20.131015097411584,0.2240492873745362,0.2972664764756555,0.8802157319150865
0.4,11,26.6071845164358,0.2764942477358491,0.4066839821349716,0.8795467088930309
0.4,12,26.02767148749476,0.2692755544052564,0.3777863414574725,0.879969066940248
0.4,13,103.2027401277386,0.2302308112884967,0.7601767046660914,0.8796522682532668
0.4,14,23.37653356918815,0.1581564357328563,0.3079544492270223,0.879435536917299
0.4,15,66.55456842843047,0.2750991503978937,0.7093129309337579,0.8790406351909041
0.4,16,32.10816950131073,0.1892018501796633,0.3479103205888376,0.8797795418649912
0.4,17,13.987037090885384,0.2259522907959332,0.2550207594755656,0.8794332058168948
0.4,18,9.919602766910934,0.1620477513341655,0.203702490065198,0.8793122447095811
0.4,19,39.3369129334421,0.3247671190393737,0.50785683937224,0.8796032192185521
0.5,0,23.126913049261752,0.25022775977397,0.3076250805349991,1.3639374882914126
0.5,1,40.96229592322456,0.1986198453993139,0.4925719674429769,1.363879783079028
0.5,2,26.817506338997088,0.2369616490585256,0.3948690269565301,1.363214180804789
0.5,3,55.42499768833362,0.3129609326619691,0.5022043096184754,1.3627291880548
0.5,4,17.264024302943216,0.2047585865291392,0.2696166223777715,1.3635578793473542
0.5,5,45.624884151964494,0.2922977934239535,0.3938729476273942,1.362984789069742
0.5,6,31.389757369929907,0.1613378849366419,0.3250397670141827,1.3626964860595765
0.5,7,17.862833728284226,0.2512984020444154,0.314955126806745,1.3622879460453987
0.5,8,46.59268353014148,0.178418433874571,0.536583682271333,1.362850801087916
0.5,9,42.252293274924654,0.2294195082717827,0.3992782704755643,1.3639486939646304
0.5,10,40.95825086617932,0.1345143095394635,0.3719669792644459,1.3628797358833251
0.5,11,22.857975564886388,0.2346198087533678,0.3465869664874935,1.3636668757535515
0.5,12,51.00138954232548,0.2714177654413084,0.4573732899406663,1.3630756558850408
0.5,13,86.50081368811266,0.2249184114960513,0.674980214834113,1.3626573900692165
0.5,14,15.351123210765705,0.1369419422033437,0.225102744239241,1.3619515858590605
0.5,15,61.58095557874252,0.2515088268122425,0.6079175695352315,1.362693666946143
0.5,16,20.595465725840818,0.1707763279063158,0.256281605010592,1.3625439470633864
0.5,17,14.596338472189284,0.210033072342908,0.1951454355002553,1.3632475030608475
0.5,18,13.623064173753438,0.1255018237399518,0.2063648271728665,1.3619302590377629
0.5,19,62.48019797990538,0.3117720608874839,0.6224439632890933,1.362896841019392
0.6,0,7.979457125874088,0.2106452081880264,0.2199256304845803,2.079753052443266
0.6,1,31.113675124300222,0.1447684287741764,0.3844006661077981,2.0797362229786813
0.6,2,16.951958278257397,0.1703222499806652,0.269698312479981,2.0800162409432232
0.6,3,48.734580071523816,0.2654063682040464,0.4523420432724524,2.0795203396119177
0.6,4,17.96202280262655,0.1697086489428279,0.2241483234700106,2.0800684271380305
0.6,5,30.9121162452242,0.2022985495150434,0.2780452466985008,2.079496078193188
0.6,6,18.45476160378488,0.1451342082509561,0.2286769578451075,2.077653700951487
0.6,7,10.946750937290226,0.1935788939774086,0.223891791923132,2.080461596138776
0.6,8,31.57789118332172,0.1372762513489007,0.3826917369418294,2.079551936127245
0.6,9,22.329603467599863,0.1850660248548569,0.2518642927303541,2.078690722119063
0.6,10,33.497385832530654,0.1364463480200605,0.3171271520872559,2.079951763618737
0.6,11,17.169351145972378,0.1595538677015502,0.2460735646347433,2.079690562095493
0.6,12,48.21271594432739,0.23067245699469,0.4281540745483074,2.079355525318533
0.6,13,18.26173493720689,0.2710679400853129,0.2806360838629743,2.0790287260897458
0.6,14,22.946666229789216,0.085665595941113,0.2474557279217638,2.079074460081756
0.6,15,37.42575363511212,0.1992936162038017,0.4213957415921787,2.078768800012768
0.6,16,20.471570036856843,0.1444229856619053,0.2299002602338984,2.078798620030284
0.6,17,8.837034601147808,0.160164844758995,0.1488615190924249,2.079545305110514
0.6,18,16.457219793189996,0.1008777828894493,0.2124807552653612,2.07919445913285
0.6,19,29.248315676345115,0.2228186547984673,0.3578297601801198,2.079050480853766
0.7,0,5.430917696905163,0.1398905607596093,0.1444560271207034,3.0609791688621044
0.7,1,22.52606476303448,0.1173667917106351,0.2783946377778534,3.06134812021628
0.7,2,10.616817876920182,0.1234457282335237,0.1762156495295339,3.0598978926427662
0.7,3,26.770176188498333,0.1418042575230148,0.2777399158042663,3.0594207867980003
0.7,4,15.759607089023769,0.1326681340002187,0.2018211155107547,2.877072255127132
0.7,5,17.40531228792655,0.1341491031965428,0.1720935584573381,3.059554143808782
0.7,6,13.650173710479358,0.1108630325417559,0.1694782636948325,3.0597231993451715
0.7,7,15.40390751298255,0.1509071191664941,0.2119240992705872,3.060480077750981
0.7,8,20.81076317548876,0.1039880743704414,0.2611051243854815,3.06140183005482
0.7,9,17.559248058474513,0.1533138976019359,0.2047085518646738,3.0592933972366154
0.7,10,17.27115533976999,0.1019897996933022,0.1849898945168741,3.059838934801519
0.7,11,10.831595716268785,0.0930398367044144,0.1487537073973903,3.060387371107936
0.7,12,39.79754983336774,0.1745963433814567,0.3412398639400273,3.0606881682761014
0.7,13,4.55745775131879,0.1514062037680603,0.1472502459106653,3.060201333835721
0.7,14,10.398697080344428,0.0711431444140499,0.1353249472944964,3.059418794233352
0.7,15,18.11436538762241,0.1379280016746437,0.2351559412291063,3.0596920950338244
0.7,16,14.306878397809708,0.1034379231795819,0.1609808466516158,3.060307637788356
0.7,17,6.3195205708746816,0.1047429578612551,0.1199981707558414,3.0603462872095406
0.7,18,15.408545585714991,0.0550781544131157,0.1754669613163124,2.5085317348130047
0.7,19,25.12834243775327,0.1613479322965494,0.2831713475061637,3.0606931601651013
0.8,0,4.567054520002888,0.1087400603988848,0.1162989447819692,4.086472894996405
0.8,1,12.20963597750309,0.0747974361111671,0.1608354164897541,4.084253389853984
0.8,2,6.086512032727517,0.0923398729683106,0.1192468561409067,3.920614657923579
0.8,3,19.378779874847503,0.102929496416157,0.1921940337804722,4.084380230866373
0.8,4,10.443140927755422,0.0963302500872546,0.1314083697447476,4.0843032211996615
0.8,5,9.571581665314936,0.0669209769019819,0.1131465522040998,4.085120029747486
0.8,6,16.96591471649298,0.0787247454814205,0.1607656253597845,4.084220128599554
0.8,7,7.423488886945656,0.0926902145380401,0.1169588823440324,4.084151744842529
0.8,8,10.12820972223933,0.0620203751076761,0.134145699375636,4.084327823948115
0.8,9,7.791570471093688,0.105906746290161,0.121394222679079,4.086701638996601
0.8,10,11.42935910699411,0.0818866025289384,0.1327791416490299,4.08509261533618
0.8,11,3.86373976851353,0.0860545272384924,0.0841082003935977,4.084705851972103
0.8,12,11.428111336205456,0.0668333465833349,0.1214294921509939,4.084621902089566
0.8,13,3.4625475453068923,0.0974860921718779,0.0964063139625736,4.085054259747267
0.8,14,11.244338732058148,0.0527377617862054,0.129034169167483,4.0845877812244
0.8,15,10.086266561719988,0.0954126805317951,0.1311643903649627,4.084850072860718
0.8,16,10.735915302602647,0.0749561787892861,0.1150340442834661,4.084424359723926
