ratio,pair,rre,rte,rmse,time
0.1,0,1.2666820556639058,0.0537291582566978,0.0554927534281958,5.160657973028719
0.1,1,2.7995084873442457,0.0420985501969626,0.0541718783116278,3.6926821479573846
0.1,2,3.76672423518597,0.0435564040555539,0.064756712862378,4.189415915869176
0.1,3,8.787144518283798,0.0485045613618336,0.0934000741746807,4.98644485976547
0.1,4,6.385597142709611,0.0510459839979127,0.071723979525231,4.090499524958432
0.1,5,11.63778470184048,0.0584970756318472,0.1165108648847473,4.987744383979589
0.1,6,6.235580569741177,0.0448253874523899,0.0682346003024648,4.989017786923796
0.1,7,3.397740544476604,0.0581206334964291,0.0633234520075794,4.989073789212853
0.1,8,5.039849912503409,0.0368921130867535,0.0705198670557409,4.390313792042434
0.1,9,3.2087343419208803,0.0535239233329137,0.0579266382756748,4.9893279150128365
0.1,10,2.623819490754469,0.0488247458385185,0.0572967073510586,4.789666552096605
0.1,11,6.140127347112479,0.0619909246672213,0.0716536109518042,4.988873447291553
0.1,12,6.827062392127269,0.0395127471853043,0.075025669230515,4.988838776946068
0.1,13,3.062109165414539,0.0694023941740409,0.0683653512432612,4.987940428312868
0.1,14,4.307335272146665,0.0296284188730616,0.0562890630077963,3.791377170011401
0.1,15,2.4901606803499043,0.0508683989753354,0.0588606896351604,4.289939720183611
0.1,16,4.223894885967964,0.0558151605309888,0.0633391835773823,4.788600848056376
0.1,17,2.359298682962747,0.0345703143572112,0.0349516404530268,3.4911611331626773
0.1,18,5.061770122633621,0.0280682750604611,0.0643149092758794,4.590216774959117
0.1,19,7.420558962989026,0.0442468506551325,0.0860270580085111,4.990323557052761
0.2,0,2.043191103071115,0.0626014932091425,0.065320368002149,4.989410649053752
0.2,1,3.902237962481109,0.0323458496621647,0.0570269877670879,4.590314550790936
0.2,2,3.952897216138479,0.0460503277614221,0.0646634430188747,4.98775760922581
0.2,3,10.76911524400188,0.0437799950147086,0.1142317158649721,4.987275350373238
0.2,4,6.235151235961356,0.0545984254930207,0.0697599138228491,4.989595878403634
0.2,5,10.881843253883384,0.0491372363080011,0.0928372778323262,4.988592140842229
0.2,6,5.888338126179037,0.0516370404394873,0.0718824486429818,4.988713103812188
0.2,7,2.9372650048195603,0.05890821701751,0.0650814955291314,4.988353400956839
0.2,8,4.011398507175857,0.0457831830487604,0.0701397146179758,4.987552369013429
0.2,9,2.473498360251589,0.0630164930371031,0.0656727114895018,4.986908151302487
0.2,10,7.163529411908915,0.0451400291495562,0.0750298589515216,4.988654636777937
0.2,11,9.132664949734284,0.0787030555385269,0.0972173965058616,4.988166827708483
0.2,12,7.223974234532196,0.0225071073675684,0.0723228867229366,4.9882603217847645
0.2,13,5.310556958822977,0.062664069634162,0.0708162364416007,4.988476062193513
0.2,14,4.924003911479928,0.0275983491341052,0.056271514814917,4.987093538977206
0.2,15,4.561951283336535,0.0433531942751041,0.0655922696549958,4.987600821070373
0.2,16,7.625188244835803,0.0570982635403032,0.0833471234470152,4.987659404985607
0.2,17,5.5087390053700185,0.0374465054674242,0.0543583551360752,4.988357316236943
0.2,18,7.938204782345622,0.0211843270724386,0.0866931480127704,4.988290360197425
0.2,19,5.3843013942998255,0.0490503185746759,0.0617360324550726,4.987875791732222
0.3,0,3.738536659021868,0.067122778735242,0.0742812397091282,4.987844806164503
0.3,1,8.067255710625252,0.0346172241089311,0.0928835100014257,4.987439925316721
