ratio,pair,rre,rte,rmse,time
0.1,0,0.3317788609884853,0.0073955275538187,0.0072817530507238,0.106276380829513
0.1,1,1.0696062088055522,0.0074402395532489,0.0103786111495969,0.1051456499844789
0.1,2,0.8196153944806462,0.0059092510834517,0.0082431638995833,0.1051623998209834
0.1,3,1.05780647070983,0.004154153929583,0.0101261764752469,0.104480552021414
0.1,4,0.4635303117103216,0.011706583612897,0.0117189205246346,0.0896414052695036
0.1,5,2.881086689347756,0.0120150202354631,0.0260818610222249,0.0956012750975787
0.1,6,1.1194599028302783,0.0120192916335592,0.0152766783919147,0.0946850860491395
0.1,7,1.727825196723724,0.0098157883902559,0.0174556179712941,0.0984812942333519
0.1,8,1.225941622624122,0.0104521262872635,0.0128755422868358,0.1100595733150839
0.1,9,1.6266345044024382,0.0136029336257184,0.0162737315332626,0.1011702972464263
0.1,10,1.838839955583263,0.0096664982867763,0.0174738915070296,0.0944688487797975
0.1,11,1.5165447585551677,0.0106251386779946,0.0148347637002261,0.0877617797814309
0.1,12,1.111527237166814,0.0047511590885367,0.0094311189366472,0.1104586273431778
0.1,13,0.8650754340839407,0.0156066167893921,0.0174838668619637,0.0946911736391484
0.1,14,2.5925332759106694,0.0119858635557913,0.0202020994608248,0.0984912402927875
0.1,15,1.58617371094097,0.005784459364843,0.0155136043112748,0.0996035239659249
0.1,16,1.5904262763155266,0.0055969124731428,0.0154943979992492,0.1011169161647558
0.1,17,1.5076298800125687,0.0095283323582788,0.0124490693358755,0.1021426799707114
0.1,18,0.7852065278341476,0.0091098250479778,0.0109218725939973,0.0946437478996813
0.1,19,0.8211030730626953,0.0132688586032613,0.0126214571088086,0.0978074558079242
0.2,0,0.8044498335034137,0.0131630650204279,0.013334723314222,0.08972061984241
0.2,1,0.5561388305610212,0.0079277892576418,0.0090776410025114,0.0799965527839958
0.2,2,1.2240513558499515,0.0111017857451149,0.0144791363475749,0.083880360238254
0.2,3,1.2239342594913063,0.0106893487763852,0.0134928551570651,0.0949286948889494
0.2,4,0.3151899683881759,0.004987584562965,0.0059615374478986,0.0883052661083638
0.2,5,2.535436675379072,0.0123359104185519,0.0212342460952222,0.1054209051653742
0.2,6,1.2137543412775886,0.0137681599683137,0.0153262527666081,0.0822981828823685
0.2,7,1.854686434630638,0.0209688372477086,0.0235572002672048,0.0888908561319112
0.2,8,1.1051067931513905,0.0076418177805192,0.0119583046540328,0.0908257290720939
0.2,9,1.2416652324465702,0.0115450714799537,0.014823593111531,0.0867156470194459
0.2,10,3.039080852984151,0.0140702767405923,0.0308550966876808,0.0929790688678622
0.2,11,1.360154675700152,0.0196572075674968,0.0206401473507313,0.0854545198380947
0.2,12,0.8866876488129978,0.0083157286889237,0.0089839052896764,0.0865623326972127
0.2,13,1.3035995629228776,0.0146453726245355,0.0156509767127879,0.0853302148170769
0.2,14,4.843456653182907,0.0186298764376489,0.0354185428097224,0.0899009550921619
0.2,15,2.4266604466036643,0.008662798699246,0.0224777052657691,0.1030877460725605
0.2,16,1.9995306847737069,0.0069153912546868,0.0182776089277931,0.1022265907377004
0.2,17,1.2488342518257516,0.007372318132998,0.0103406519525078,0.1031014244072139
0.2,18,1.1404626003496554,0.0041055036963958,0.0110601922295421,0.0923015130683779
0.2,19,2.031555509250844,0.0125645007409976,0.0167656664211072,0.0808360008522868
0.3,0,0.799345113359799,0.0137203749382952,0.0136658806211307,0.0817875298671424
0.3,1,1.4407281850825586,0.0154133976901847,0.0165618549186326,0.0818908778019249
0.3,2,2.077779125507867,0.0177134508269097,0.0286504571299134,0.091111667919904
