ratio,pair,rre,rte,rmse,time
0.1,0,0.2886002443401426,0.0017872068703881,0.0029939443562183,0.1951099429279565
0.1,1,0.147390770017455,0.001804979179197,0.0026943530689848,0.1781569812446832
0.1,2,0.4798239635739551,0.0033054250053652,0.0050236489498492,0.1814961107447743
0.1,3,0.174337126257204,0.0016922967003547,0.002271190989991,0.1754571269266307
0.1,4,0.6114859736302192,0.003718955557805,0.005243317979076,0.1781490091234445
0.1,5,0.3062701723168891,0.0037562861930027,0.0044149406547682,0.1669800286181271
0.1,6,0.3801004181101508,0.0011210901055951,0.0034726095853889,0.1831465302966535
0.1,7,0.3255922955799662,0.0017495943799746,0.0037695894044229,0.1772756283171475
0.1,8,0.4348550839958024,0.0028141670360582,0.0042497933555499,0.1794636938720941
0.1,9,0.2432370668541073,0.0009408397816157,0.0025522744892575,0.180263593327254
0.1,10,0.2018325659990955,0.0009199362161853,0.0019667273177435,0.1778541421517729
0.1,11,0.1986745243225098,0.0028231999693647,0.0032354094868283,0.1813157079741358
0.1,12,0.4342262789388948,0.0019193173597978,0.0038748683057674,0.1865773499011993
0.1,13,0.1430449021720548,0.0033542825494227,0.0036726524304874,0.1771940616890788
0.1,14,0.1214661092938591,0.0031314501169594,0.0035815128857371,0.1815731050446629
0.1,15,0.2250581449562748,0.0021183079017595,0.0025481538324445,0.1749419309198856
0.1,16,0.2265846940865484,0.0035158719176234,0.0040564887201692,0.1809390550479293
0.1,17,0.1296939818987476,0.0019120229689501,0.0022521575584548,0.1888487637042999
0.1,18,0.2462662572376822,0.0012808500077209,0.0025812416721963,0.1783691579475999
0.1,19,0.2500410708313428,0.0028564684713917,0.0034591657957199,0.17514318972826
0.2,0,0.274753684089015,0.0008502375230166,0.0025598039586896,0.1886198022402823
0.2,1,0.0546323935109794,0.0026101731721771,0.0027809317394489,0.1790479221381247
0.2,2,0.4650792264637899,0.0007664800486275,0.004454057622785,0.1821310743689537
0.2,3,0.2772124429035202,0.0015158891822795,0.0028511260772397,0.1708742249757051
0.2,4,0.2219733693965771,0.0040156914575003,0.0039779696300468,0.1776842260733246
0.2,5,0.6033584376182614,0.0060089904390991,0.0068050581168518,0.1674867030233144
0.2,6,0.2895414657054742,0.0027891972768023,0.0040969764391076,0.1825186032801866
0.2,7,0.1011807192186429,0.0021739903753385,0.0021316023468066,0.1793349268846213
0.2,8,0.1820944972935435,0.0023699890837167,0.0029296506154745,0.1792918997816741
0.2,9,0.428961026849897,0.0004155173801974,0.0035229770956251,0.1761219929903745
0.2,10,0.3350637081506973,0.0004889432360365,0.0030019753099762,0.1790627026930451
0.2,11,0.1161972991140841,0.0018403531520784,0.0021419988949301,0.1799107240512967
0.2,12,0.5312827650811416,0.0024674265336567,0.0047635302060886,0.1874676551669836
0.2,13,0.2756053049047311,0.0045191070552498,0.0046320429199118,0.1772629530169069
0.2,14,0.1588453081902903,0.003655918997671,0.0041915058136183,0.1836340269073844
0.2,15,0.120531243620462,0.0027207932700131,0.0030545971645561,0.1767296441830694
0.2,16,0.1460465520193549,0.0031869093642796,0.0036736174944919,0.1882445248775184
0.2,17,0.1499182432822405,0.0021759513059797,0.0024871368479679,0.1886949329636991
0.2,18,0.163237116584216,0.0016252182069987,0.0022589756946768,0.1829750491306185
0.2,19,0.4197559221701348,0.0036429876277323,0.0049250922584392,0.174145639874041
0.3,0,0.2409306128328592,0.0039862408382209,0.004511841366141,0.1903490736149251
0.3,1,0.0947980489286094,0.0030320758012565,0.003385818125649,0.1795302517712116
0.3,2,0.6116653721758936,0.0035682730934198,0.0067157062937229,0.1839304422028362
0.3,3,0.3348586752008179,0.0003779415602179,0.0030767472445946,0.173951341304928
0.3,4,0.2594484141740459,0.0042519437532383,0.0040691323009074,0.1800275687128305
0.3,5,0.5184213713052088,0.006040679931989,0.0065420047269923,0.1719469400122761
0.3,6,0.3881761897095387,0.002208002607972,0.0046524399916158,0.1805072240531444
0.3,7,0.4519928884313984,0.00401329565104,0.0053149698460122,0.179990560747683
0.3,8,0.52085936744516,0.0032247068477,0.0049880442446955,0.1811427008360624
0.3,9,0.2089088659852736,0.0025226259775911,0.0030249746892983,0.1767150252126157
0.3,10,0.0895650636139465,0.0019431627451392,0.0023208344153308,0.1797309978865087
0.3,11,0.2555326215779042,0.0029400959248491,0.003457717650529,0.1783152469433844
0.3,12,0.2816187240326408,0.0014614189174978,0.0029872052505878,0.185591178946197
0.3,13,0.1083009713754319,0.0020389719286426,0.0020913218458947,0.1777426972985267
0.3,14,0.1614816150715558,0.0028919508676452,0.002771618462708,0.1867593596689403
0.3,15,0.2465618877146987,0.0018566442281624,0.0029704852249132,0.1812216001562774
0.3,16,0.1533755302698249,0.0026292824950637,0.002987615483788,0.1855391222052276
0.3,17,0.2935224601369169,0.0047200560447128,0.0048342855931512,0.1918121296912431
0.3,18,0.1730397427381099,0.0022329114409725,0.0029390833761784,0.1830283729359507
0.3,19,0.4299987710588841,0.0056114901227654,0.0060767314192659,0.1778106139972806
0.4,0,0.1923074343514235,0.002488748531118,0.0029215781564257,0.1892116386443376
0.4,1,0.4023427329431503,0.0025017464779028,0.0038425747280544,0.1778661031275987
0.4,2,0.5541391574942461,0.0023448502462476,0.0056005399710909,0.1849168133921921
0.4,3,0.0639884849350038,0.0020503584278547,0.0020809586614333,0.1744310790672898
0.4,4,0.3240820903746084,0.0033121354727326,0.0042613985287789,0.1816915129311382
0.4,5,0.8874948323386845,0.0067498729504332,0.0094651545120413,0.1728581879287958
0.4,6,0.4587805367838792,0.0014150548876606,0.0044806574457858,0.1796017810702324
0.4,7,0.1892462002189529,0.0020661226583747,0.0032006454582515,0.1785808620043099
0.4,8,0.2299267461078526,0.0028527186992938,0.0032024777474928,0.1796960281208157
0.4,9,0.4144974660373349,0.001028046645465,0.0037820685567235,0.1775981048122048
0.4,10,0.1394076133598809,0.0010375798859014,0.0016051264584891,0.1797031448222696
0.4,11,0.3265809305969552,0.0032093906737441,0.0042507336361727,0.1810339707881212
0.4,12,0.6375668556197887,0.0021314981735284,0.0061504822199662,0.1869364529848098
0.4,13,0.1307218254443264,0.0043436522155412,0.0045058096359291,0.1794692068360746
0.4,14,0.3516449428210698,0.0038762421332085,0.0039580701700401,0.1845277808606624
0.4,15,0.3255057466715349,0.0026257901126583,0.0034027522978813,0.1822141706943512
0.4,16,0.2060354183722721,0.0045127456684046,0.0044020681404943,0.1833930779248476
0.4,17,0.2217575261186309,0.0026114238324935,0.0034097853984691,0.1912960987538099
0.4,18,0.3726920642523627,0.0017846545419226,0.003750461603433,0.1859997701831162
0.4,19,0.4675191122136583,0.0045267378194429,0.0055923212528917,0.1813071486540138
0.5,0,0.2836285060719634,0.0034879139959446,0.0042362791730928,0.1861853441223502
0.5,1,0.3839592097819264,0.0038495877659987,0.0041888669618766,0.1787498136982321
0.5,2,0.577620934516564,0.0039162787572705,0.0062277417358863,0.1828791191801428
0.5,3,0.2448574403654954,0.0023361128818145,0.0032252625757994,0.1728696022182703
0.5,4,0.6072683892094208,0.0041064490992152,0.0060087039605243,0.1776384268887341
0.5,5,1.2677694120445164,0.0098923198658527,0.0121962274792603,0.1760959420353174
